Compound ID,measured_log_solubility,ESOL_log,SMILES,standard_smiles,standard_inchikeys
"Etoposide (148-167,25mg/ml)",-3.571,-3.292,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,VJJPUSNTGOMMGY-UHFFFAOYSA-N
Fenfuram,-3.3,-2.885,Cc1occc1C(=O)Nc2ccccc2,Cc1occc1C(=O)Nc1ccccc1,JFSPBVWPKOEZCB-UHFFFAOYSA-N
vamidothion,1.144,-1.446,CNC(=O)C(C)SCCSP(=O)(OC)(OC),CNC(=O)C(C)SCCSP(=O)(OC)OC,LESVOLZBIFDZGS-UHFFFAOYSA-N
benodanil,-4.21,-4.245,c1c(NC(=O)c2ccccc2(I))cccc1,O=C(Nc1ccccc1)c1ccccc1I,LJOZMWRYMKECFF-UHFFFAOYSA-N
Monolinuron,-2.57,-2.948,CON(C)C(=O)Nc1ccc(Cl)cc1,CON(C)C(=O)Nc1ccc(Cl)cc1,LKJPSUCKSLORMF-UHFFFAOYSA-N
RTI 3,-3.043,-3.049,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,MUKSMBAVCDPKRC-UHFFFAOYSA-N
"2,2',3,5,5',6-PCB",-7.42,-7.261,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,UHCLFIWDCYOTOL-UHFFFAOYSA-N
3-Hexanone,-0.83,-1.266,CCCC(=O)CC,CCCC(=O)CC,PFCHFHIRKBAQGU-UHFFFAOYSA-N
"2,2',3,3'-PCB",-7.28,-6.079,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,VTLYHLREPCPDKX-UHFFFAOYSA-N
Succinimide,0.3,0.282,O=C1CCC(=O)N1,O=C1CCC(=O)N1,KZNICNPSHKQLFF-UHFFFAOYSA-N
2-Decanone,-3.3,-2.617,CCCCCCCCC(=O)C,CCCCCCCCC(C)=O,ZAJNGDIORYACQU-UHFFFAOYSA-N
alloxan,-1.25,0.436,O=C1NC(=O)C(=O)C(=O)N1 ,O=C1NC(=O)C(=O)C(=O)N1,HIMXGTXNXJYFGB-UHFFFAOYSA-N
Ethinyl estradiol,-4.3,-4.317,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,BFPYWIDHMRZLRN-UHFFFAOYSA-N
Danazol,-5.507,-4.557,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,POZRVZJJTULAOH-UHFFFAOYSA-N
Triamcinolone,-3.68,-2.734,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,GFNANZIMVAIWHM-UHFFFAOYSA-N
1-Hexene,-3.23,-2.364,CCCCC=C,C=CCCCC,LIKMAJRDDDTEIG-UHFFFAOYSA-N
"1,2,4-Trimethylbenzene",-3.31,-3.343,Cc1ccc(C)c(C)c1,Cc1ccc(C)c(C)c1,GWHJZXXIDMPWGX-UHFFFAOYSA-N
Cyanazine,-3.15,-2.49,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,MZZBPDKVEFVLFF-UHFFFAOYSA-N
"2,4,6-Trimethylphenol",-2.05,-2.941,Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c(O)c(C)c1,BPRYUXCVCCNUFE-UHFFFAOYSA-N
Benzoxazole,-1.16,-2.214,c2ccc1ocnc1c2,c1ccc2ocnc2c1,BCMCBBGGLRIHSE-UHFFFAOYSA-N
triforine,-4.19,-3.715,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,XEOXEBNPBKUGJH-UHFFFAOYSA-N
Dioxacarb,-1.57,-1.614,CNC(=O)Oc1ccccc1C2OCCO2,CNC(=O)Oc1ccccc1C1OCCO1,SDKQRNRRDYRQKY-UHFFFAOYSA-N
6-hydroxyquinoline,-2.16,-2.725,Oc2ccc1ncccc1c2 ,Oc1ccc2ncccc2c1,OVYWMEWYEJLIER-UHFFFAOYSA-N
Antipyrene,0.715,-1.733,Cc1cc(=O)n(c2ccccc2)n1C,Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N
"1,3-Benzenediol",0.81,-1.59,Oc1cccc(O)c1,Oc1cccc(O)c1,GHMLBKRAJCXXBS-UHFFFAOYSA-N
Permethrin,-6.291,-7.129,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N
O-Ethyl carbamate,0.85,-0.218,CCOC(=O)N,CCOC(N)=O,JOYRKODLDBILNP-UHFFFAOYSA-N
"N,N-Diethylaniline",-3.03,-3.16,CCN(CC)c1ccccc1,CCN(CC)c1ccccc1,GGSUCNLOZRCGPQ-UHFFFAOYSA-N
Oxamyl,0.106,-0.908,CNC(=O)ON=C(SC)C(=O)N(C)C,CNC(=O)ON=C(SC)C(=O)N(C)C,KZAUOCCYDRDERY-UHFFFAOYSA-N
Phenacetin,-2.35,-2.342,CCOc1ccc(NC(=O)C)cc1,CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N
1-Nonanol,-3.01,-2.46,CCCCCCCCCO,CCCCCCCCCO,ZWRUINPWMLAQRD-UHFFFAOYSA-N
Primidone,-2.64,-1.897,CCC1(C(=O)NCNC1=O)c2ccccc2,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N
Ethisterone,-5.66,-3.858,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CHNXZKVNWQUJIB-UHFFFAOYSA-N
Kepone,-5.259,-5.112,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,LHHGDZSESBACKH-UHFFFAOYSA-N
Neburon,-4.77,-4.157,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCGPUGMWYLICGL-UHFFFAOYSA-N
Carbanilide,-3.15,-3.611,O=C(Nc1ccccc1)Nc2ccccc2,O=C(Nc1ccccc1)Nc1ccccc1,GWEHVDNNLFDJLR-UHFFFAOYSA-N
Salicylamide,-1.836,-1.942,NC(=O)c1ccccc1O,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N
Flucythrinate,-6.876,-6.878,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,GBIHOLCMZGAKNG-UHFFFAOYSA-N
Trichlomethiazide,-2.68,-2.98,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,LMJSLTNSBFUCMU-UHFFFAOYSA-N
Phenylmethanol,-0.4,-1.699,OCc1ccccc1,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N
3-Methylcholanthrene,-7.92,-6.311,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,HVVINGXJHBOTJQ-UHFFFAOYSA-N
o-Nitrotoluene,-2.33,-2.589,Cc1ccccc1N(=O)=O,Cc1ccccc1[N+](=O)[O-],PLAZTCDQAHEYBI-UHFFFAOYSA-N
Monotropitoside,-0.742,-1.493,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,VHUNCYDAXJGCLO-UHFFFAOYSA-N
"1,1,1,2-Tetrachloroethane",-2.18,-2.794,ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,QVLAWKAXOMEXPM-UHFFFAOYSA-N
TEFLUBENZURON,-7.28,-5.462,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,CJDWRQLODFKPEL-UHFFFAOYSA-N
"2,3-Dimethylpyridine",0.38,-2.067,Cc1cccnc1C,Cc1cccnc1C,HPYNZHMRTTWQTB-UHFFFAOYSA-N
Barban,-4.37,-4.16,ClCC#CCOC(=O)Nc1cccc(Cl)c1,O=C(Nc1cccc(Cl)c1)OCC#CCCl,MCOQHIWZJUDQIC-UHFFFAOYSA-N
Dichlorophen,-3.953,-4.924,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N
Ethyne,0.29,-0.252,C#C,C#C,HSFWRNGVRCDJHI-UHFFFAOYSA-N
Cyclohexanol ,-0.44,-1.261,OC1CCCCC1,OC1CCCCC1,HPXRVTGHNJAIIH-UHFFFAOYSA-N
1-Pentene ,-2.68,-2.01,CCCC=C,C=CCCC,YWAKXRMUMFPDSH-UHFFFAOYSA-N
Acrylonitrile,0.15,-0.354,C=CC#N,C=CC#N,NLHHRLWOUZZQLW-UHFFFAOYSA-N
1-aminoacridine,-4.22,-3.542,Nc2cccc3nc1ccccc1cc23 ,Nc1cccc2nc3ccccc3cc12,LOMMDWBTANPFEJ-UHFFFAOYSA-N
o-Nitroaniline,-1.96,-2.277,Nc1ccccc1N(=O)=O,Nc1ccccc1[N+](=O)[O-],DPJCXCZTLWNFOH-UHFFFAOYSA-N
Diethyldisulfide,-2.42,-2.364,CCSSCC,CCSSCC,CETBSQOFQKLHHZ-UHFFFAOYSA-N
2-Isopropyltoluene,-3.76,-3.585,CC(C)c1ccccc1C,Cc1ccccc1C(C)C,WWRCMNKATXZARA-UHFFFAOYSA-N
Rotenone,-4.42,-5.246,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,JUVIOZPCNVVQFO-UHFFFAOYSA-N
"cis-1,2-Dimethylcyclohexane",-4.3,-3.305,C/C1CCCCC1\C,CC1CCCCC1C,KVZJLSYJROEPSQ-UHFFFAOYSA-N
2-Hydroxypyridine,1.02,-1.655,Oc1ccccn1,O=c1cccc[nH]1,UBQKCCHYAOITMY-UHFFFAOYSA-N
2-Chloronapthalene,-4.14,-4.063,Clc1ccc2ccccc2c1,Clc1ccc2ccccc2c1,CGYGETOMCSJHJU-UHFFFAOYSA-N
indazole,-2.16,-2.34,c2ccc1[nH]ncc1c2 ,c1ccc2[nH]ncc2c1,BAXOFTOLAUCFNW-UHFFFAOYSA-N
guanine,-3.583,-0.67,Nc2nc1[nH]cnc1c(=O)[nH]2 ,Nc1nc2[nH]cnc2c(=O)[nH]1,UYTPUPDQBNUYGX-UHFFFAOYSA-N
difluron,-6.02,-4.692,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,QQQYTWIFVNKMRW-UHFFFAOYSA-N
Carvone,-2.06,-2.042,CC(=C)C1CC=C(C)C(=O)C1,C=C(C)C1CC=C(C)C(=O)C1,ULDHMXUKGWMISQ-UHFFFAOYSA-N
DDE,-6.9,-6.553,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,UCNVFOCBFJOQAL-UHFFFAOYSA-N
p-Chloronitrobenzene,-2.92,-2.901,Clc1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccc(Cl)cc1,CZGCEKJOLUNIFY-UHFFFAOYSA-N
"1,1-Diethoxyethane ",-0.43,-0.899,CCOC(C)OCC,CCOC(C)OCC,DHKHKXVYLBGOIT-UHFFFAOYSA-N
Dipropyl ether,-1.62,-1.426,CCCOCCC,CCCOCCC,POLCUAVZOMRGSN-UHFFFAOYSA-N
Nitrapyrin,-3.76,-3.833,Clc1cccc(n1)C(Cl)(Cl)Cl,Clc1cccc(C(Cl)(Cl)Cl)n1,DCUJJWWUNKIJPH-UHFFFAOYSA-N
rhodanine,-1.77,-0.396,C1SC(=S)NC1(=O),O=C1CSC(=S)N1,KIWUVOGUEXMXSV-UHFFFAOYSA-N
2-Bromopropane,-1.59,-1.949,CC(C)Br,CC(C)Br,NAMYKGVDVNBCFQ-UHFFFAOYSA-N
tetrachloroguaiacol,-4.02,-4.299,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,YZZVKLJKDFFSFL-UHFFFAOYSA-N
Menthone,-2.35,-2.516,CC(C)C1CCC(C)CC1=O,CC1CCC(C(C)C)C(=O)C1,NFLGAXVYCFJBMK-UHFFFAOYSA-N
"P,P'-DDD",-7.2,-6.008,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,AHJKRLASYNVKDZ-UHFFFAOYSA-N
o-Nitroanisole,-1.96,-2.346,COc1ccccc1N(=O)=O,COc1ccccc1[N+](=O)[O-],CFBYEGUGFPZCNF-UHFFFAOYSA-N
1-Iodobutane,-2.96,-2.841,CCCCI,CCCCI,KMGBZBJJOKUPIA-UHFFFAOYSA-N
Tetrahydrofurane ,0.49,-0.62,C1CCOC1,C1CCOC1,WYURNTSHIVDZCO-UHFFFAOYSA-N
Benfluralin,-5.53,-5.205,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],SMDHCQAYESWHAE-UHFFFAOYSA-N
"2',3,4-PCB",-6.29,-5.686,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,ZMHWQAHZKUPENF-UHFFFAOYSA-N
theobromine,-2.523,-1.05,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,Cn1cnc2c1c(=O)[nH]c(=O)n2C,YAPQBXQYLJRXSA-UHFFFAOYSA-N
RTI 22,-4.871,-4.408,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,ZLVJUFHIMOUPMS-UHFFFAOYSA-N
bromadiolone,-4.445,-7.877,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,OWNRRUFOJXFKCU-UHFFFAOYSA-N
Stirofos,-4.522,-4.32,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,UBCKGWBNUIFUST-UHFFFAOYSA-N
Etomidate,-4.735,-3.359,CCOC(=O)c1cncn1C(C)c2ccccc2,CCOC(=O)c1cncn1C(C)c1ccccc1,NPUKDXXFDDZOKR-UHFFFAOYSA-N
Diazepam,-3.754,-4.05,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N
Dialifor,-6.34,-5.026,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,MUMQYXACQUZOFP-UHFFFAOYSA-N
"2,3,4-Trimethylpentane",-4.8,-3.276,CC(C)C(C)C(C)C,CC(C)C(C)C(C)C,RLPGDEORIPLBNF-UHFFFAOYSA-N
1-Nitropropane,-0.8,-0.816,CCCN(=O)=O,CCC[N+](=O)[O-],JSZOAYXJRCEYSX-UHFFFAOYSA-N
"1,1,2,2-Tetrachloroethane",-1.74,-2.549,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,QPFMBZIOSGYJDE-UHFFFAOYSA-N
2-cyanoguanidine,-0.31,0.361,NC(N)=NC#N ,N#CN=C(N)N,QGBSISYHAICWAH-UHFFFAOYSA-N
Ancymidol,-2.596,-2.181,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,HUTDUHSNJYTCAR-UHFFFAOYSA-N
2-Ethylhexanal,-2.13,-2.232,CCCCC(CC)C=O,CCCCC(C=O)CC,LGYNIFWIKSEESD-UHFFFAOYSA-N
Ipazine,-3.785,-3.497,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,OWYWGLHRNBIFJP-UHFFFAOYSA-N
Benzo(b)fluorene,-8.04,-5.189,C1c2ccccc2c3cc4ccccc4cc13,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,HAPOJKSPCGLOOD-UHFFFAOYSA-N
hydrobenzoin,-1.93,-2.645,c1ccccc1C(O)C(O)c2ccccc2,OC(c1ccccc1)C(O)c1ccccc1,IHPDTPWNFBQHEB-UHFFFAOYSA-N
Isobutyl formate,-1.01,-1.095,CC(C)COC=O,CC(C)COC=O,AVMSWPWPYJVYKY-UHFFFAOYSA-N
chlorquinox,-5.43,-4.438,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,NHTGQOXRZFUGJX-UHFFFAOYSA-N
phthalamide,-2.932,-0.636,c1cC2C(=O)NC(=O)C2cc1,O=C1NC(=O)C2C=CC=CC12,RDHHZPRHIKNBBI-UHFFFAOYSA-N
p-Xylene ,-2.77,-3.035,Cc1ccc(C)cc1,Cc1ccc(C)cc1,URLKBWYHVLBVBO-UHFFFAOYSA-N
DDD,-7.2,-6.008,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,AHJKRLASYNVKDZ-UHFFFAOYSA-N
Tricyclazole,-2.07,-2.868,Cc2cccc3sc1nncn1c23 ,Cc1cccc2sc3nncn3c12,DQJCHOQLCLEDLL-UHFFFAOYSA-N
Furfural,-0.1,-1.391,O=Cc1ccco1,O=Cc1ccco1,HYBBIBNJHNGZAN-UHFFFAOYSA-N
Chlorothalonil,-5.64,-3.995,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,CRQQGFGUEAVUIL-UHFFFAOYSA-N
2-Methylnapthalene,-3.77,-3.802,Cc1ccc2ccccc2c1,Cc1ccc2ccccc2c1,QIMMUPPBPVKWKM-UHFFFAOYSA-N
Medrogestone,-5.27,-4.593,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,HCFSGRMEEXUOSS-UHFFFAOYSA-N
"3,3-Dimethyl-1-butanol",-0.5,-1.365,CC(C)(C)CCO,CC(C)(C)CCO,DUXCSEISVMREAX-UHFFFAOYSA-N
"2,4,6-PCB",-6.14,-5.604,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,IHIDFKLAWYPTKB-UHFFFAOYSA-N
methyltestosterone acetate,-5.284,-4.863,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,RLIONZRKXHAVFB-UHFFFAOYSA-N
4-Heptanone,-1.3,-1.62,CCCC(=O)CCC,CCCC(=O)CCC,HCFAJYNVAYBARA-UHFFFAOYSA-N
p-t-Butylphenol,-2.41,-3.192,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,QHPQWRBYOIRBIT-UHFFFAOYSA-N
"2,6-Dichlorophenol",-1.79,-3.012,Oc1c(Cl)cccc1Cl,Oc1c(Cl)cccc1Cl,HOLHYSJJBXSLMV-UHFFFAOYSA-N
Butylate,-3.68,-3.453,CCSC(=O)N(CC(C)C)CC(C)C,CCSC(=O)N(CC(C)C)CC(C)C,BMTAFVWTTFSTOG-UHFFFAOYSA-N
Methyl benzoate ,-1.85,-2.462,COC(=O)c1ccccc1,COC(=O)c1ccccc1,QPJVMBTYPHYUOC-UHFFFAOYSA-N
Flurochloridone,-4.047,-4.749,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,OQZCSNDVOWYALR-UHFFFAOYSA-N
p-Nitrotoluene,-2.49,-2.64,Cc1ccc(cc1)N(=O)=O,Cc1ccc([N+](=O)[O-])cc1,ZPTVNYMJQHSSEA-UHFFFAOYSA-N
Iodofenphos,-6.62,-6.148,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,LFVLUOAHQIVABZ-UHFFFAOYSA-N
Nitrobenzene,-1.8,-2.288,O=N(=O)c1ccccc1,O=[N+]([O-])c1ccccc1,LQNUZADURLCDLV-UHFFFAOYSA-N
Testosterone,-4.02,-3.659,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,MUMGGOZAMZWBJJ-UHFFFAOYSA-N
Ethyl heptanoate,-2.74,-2.608,CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N
Ethirimol,-3.028,-2.732,CCCCc1c(C)nc(NCC)[nH]c1=O,CCCCc1c(C)nc(NCC)[nH]c1=O,BBXXLROWFHWFQY-UHFFFAOYSA-N
Metolazone,-3.78,-3.777,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,AQCHWTWZEMGIFD-UHFFFAOYSA-N
Trichlorfon,-0.22,-1.866,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,NFACJZMKEDPNKN-UHFFFAOYSA-N
Chloroxuron,-4.89,-4.477,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,IVUXTESCPZUGJC-UHFFFAOYSA-N
Nitrazepam,-3.796,-3.473,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N
"2,3-Dimethylnaphthalene",-4.72,-4.116,Cc1cc2ccccc2cc1C,Cc1cc2ccccc2cc1C,WWGUMAYGTYQSGA-UHFFFAOYSA-N
phenobarbital,-2.322,-2.272,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N
RTI 17,-4.706,-4.227,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,CCN1c2ccccc2N(C)C(=S)c2cccnc21,ZSLBEMKAJDJVND-UHFFFAOYSA-N
Cyclohexanone,-0.6,-0.996,O=C1CCCCC1,O=C1CCCCC1,JHIVVAPYMSGYDF-UHFFFAOYSA-N
Ethyl propyl ether,-0.66,-1.072,CCCOCC,CCCOCC,NVJUHMXYKCUMQA-UHFFFAOYSA-N
dibutylphthalate,-4.4,-4.378,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N
"3,3-Dimethylpentane",-4.23,-2.938,CCC(C)(C)CC,CCC(C)(C)CC,AEXMKKGTQYQZCS-UHFFFAOYSA-N
phenylbutazone,-3.81,-4.076,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N
Cycloheptane,-3.51,-2.916,C1CCCCCC1,C1CCCCCC1,DMEGYFMYUHOHGS-UHFFFAOYSA-N
Dexamethasone,-3.59,-3.4,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,UREBDLICKHMUKA-UHFFFAOYSA-N
4-Isopropyltoluene,-3.77,-3.617,CC(C)c1ccc(C)cc1,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N
allopurinol,-2.266,-0.84,O=c1[nH]cnc2[nH]ncc12 ,O=c1[nH]cnc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N
p-Chloroiodobenzene,-4.03,-4.384,Clc1ccc(I)cc1,Clc1ccc(I)cc1,GWQSENYKCGJTRI-UHFFFAOYSA-N
Butylbenzene,-4.06,-3.585,CCCCc1ccccc1,CCCCc1ccccc1,OCKPCBLVNKHBMX-UHFFFAOYSA-N
Lindane,-4.64,-4.009,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
Sulfallate,-3.39,-3.254,CCN(CC)C(=S)SCC(Cl)=C,C=C(Cl)CSC(=S)N(CC)CC,XJCLWVXTCRQIDI-UHFFFAOYSA-N
Niclosamide,-4.7,-5.032,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N
Isobutylbenzene,-4.12,-3.57,CC(C)Cc1ccccc1,CC(C)Cc1ccccc1,KXUHSQYYJYAXGZ-UHFFFAOYSA-N
